Frame,Landmark,x,y,z
2,10,0.6980406641960144,0.5434349775314331,0.28461533784866333
2,11,0.6440845131874084,0.5212442278862,0.2169037014245987
2,12,0.7260318994522095,0.5560852885246277,0.07997766137123108
2,13,0.6153776049613953,0.6632160544395447,0.20581482350826263
2,14,0.7160978317260742,0.6809872388839722,0.006230462342500687
2,15,0.6220882534980774,0.789128839969635,0.2263438105583191
2,16,0.7077187299728394,0.8179855346679688,0.03237823769450188
2,17,0.6218745112419128,0.8095710873603821,0.23816032707691193
2,18,0.7071501612663269,0.8476587533950806,0.02081291191279888
2,19,0.6325258612632751,0.8149726390838623,0.22876016795635223
2,20,0.701882004737854,0.8480192422866821,0.0365292988717556
2,21,0.6349629759788513,0.8082908391952515,0.22356879711151123
2,22,0.7001230716705322,0.8356176018714905,0.03898878023028374
2,23,0.6154251098632812,0.6363160014152527,0.03226327523589134
2,24,0.6722906827926636,0.655386209487915,-0.0327766090631485
2,25,0.572929322719574,0.7809732556343079,0.10855558514595032
2,26,0.6844773292541504,0.7705409526824951,0.08368990570306778
2,27,0.5479571223258972,0.9425549507141113,0.06409000605344772
2,28,0.6632480025291443,0.9225932359695435,0.09048110246658325
2,29,0.5469862222671509,0.9679570198059082,0.05720961093902588
2,30,0.6540247201919556,0.9508305788040161,0.09067734330892563
2,31,0.5391595363616943,0.9471589922904968,0.00829403568059206
2,32,0.6670928597450256,0.9612733125686646,0.06235123425722122
3,0,0.7001442313194275,0.5403537154197693,0.319597452878952
3,1,0.6979844570159912,0.5279408693313599,0.31416967511177063
3,2,0.6959685683250427,0.5259903073310852,0.31407657265663147
3,3,0.6939944624900818,0.5238549709320068,0.31414586305618286
3,4,0.7050739526748657,0.5346238017082214,0.30221953988075256
3,5,0.7080533504486084,0.5377591252326965,0.30201154947280884
3,6,0.7103369235992432,0.5393257141113281,0.30199703574180603
3,7,0.6866366267204285,0.5193297266960144,0.26022112369537354
3,8,0.7112796902656555,0.5390836596488953,0.20589430630207062
3,9,0.6946751475334167,0.5392740964889526,0.30410605669021606
3,10,0.700974702835083,0.5463696718215942,0.2871443033218384
3,11,0.6469994783401489,0.5212439894676208,0.2190295308828354
3,12,0.7260462045669556,0.5547534227371216,0.08479463309049606
3,13,0.6193759441375732,0.66807621717453,0.21766282618045807
3,14,0.7205967307090759,0.6809531450271606,0.012452038004994392
3,15,0.6244979500770569,0.7915264368057251,0.2435392290353775
3,16,0.7071382403373718,0.8179718255996704,0.04089006781578064
3,17,0.6238316893577576,0.8116084337234497,0.25645768642425537
3,18,0.7067674398422241,0.8493041396141052,0.030155543237924576
3,19,0.6339084506034851,0.8165726065635681,0.2474956512451172
3,20,0.7017841935157776,0.8502166271209717,0.04641187563538551
3,21,0.6365764141082764,0.8098943829536438,0.24110914766788483
3,22,0.6996142268180847,0.841240406036377,0.04781763628125191
3,23,0.6154247522354126,0.6374514102935791,0.035421326756477356
3,24,0.6725234389305115,0.6552878022193909,-0.035931702703237534
3,25,0.5722394585609436,0.781222403049469,0.11130113899707794
3,26,0.684329628944397,0.7684675455093384,0.07963114231824875
3,27,0.5481950044631958,0.9421563744544983,0.06607583165168762
3,28,0.6634838581085205,0.9175305366516113,0.08759177476167679
3,29,0.5476011633872986,0.9654828310012817,0.059172000735998154
3,30,0.6540286540985107,0.9492335319519043,0.08727208524942398
3,31,0.5413069128990173,0.9472278952598572,0.009761248715221882
3,32,0.6673200130462646,0.9625252485275269,0.05533057823777199
4,0,0.7006598114967346,0.5421876907348633,0.32724490761756897
4,1,0.6986910700798035,0.5299378633499146,0.32142800092697144
4,2,0.696713387966156,0.527962863445282,0.3213372826576233
4,3,0.6948679089546204,0.5270228385925293,0.3214079439640045
4,4,0.7056553959846497,0.5366104245185852,0.3109053671360016
4,5,0.7080345749855042,0.5386443138122559,0.3106992244720459
4,6,0.7108317613601685,0.5412658452987671,0.31068915128707886
4,7,0.6878933310508728,0.5206707119941711,0.2623027563095093
4,8,0.7112025618553162,0.5392903089523315,0.2165181189775467
4,9,0.6952012181282043,0.5410345792770386,0.31091395020484924
4,10,0.7014027833938599,0.5481137037277222,0.2956882119178772
4,11,0.6481825113296509,0.5206207633018494,0.22314056754112244
4,12,0.7258162498474121,0.5546776652336121,0.09636705368757248
4,13,0.6154212951660156,0.6623626351356506,0.22216399013996124
4,14,0.7219753861427307,0.6817753911018372,0.029878273606300354
4,15,0.6138508319854736,0.7751213908195496,0.2525285482406616
4,16,0.7068259716033936,0.8176634907722473,0.046496279537677765
4,17,0.6110419631004333,0.7946687936782837,0.2648586332798004
4,18,0.7066243290901184,0.8493931293487549,0.04230762645602226
4,19,0.6204792857170105,0.7982338070869446,0.2578815519809723
4,20,0.7015471458435059,0.8500814437866211,0.05432264506816864
4,21,0.624326229095459,0.7911363244056702,0.2511295676231384
4,22,0.6995331645011902,0.8419612646102905,0.053631462156772614
4,23,0.615348756313324,0.6378295421600342,0.03360946103930473
4,24,0.6725295782089233,0.6555145382881165,-0.034130726009607315
4,25,0.5720065832138062,0.7811936736106873,0.1074078232049942
4,26,0.6843186616897583,0.7640411853790283,0.07838916778564453
4,27,0.548376202583313,0.940865159034729,0.06034102290868759
4,28,0.6639134287834167,0.9165143966674805,0.08196181803941727
4,29,0.548363208770752,0.9626309871673584,0.05346522107720375
4,30,0.6540429592132568,0.9490853548049927,0.08144446462392807
4,31,0.5412117838859558,0.9442079663276672,0.0059994603507220745
4,32,0.6686310172080994,0.9641962647438049,0.05168842524290085
5,0,0.6995683908462524,0.5423191785812378,0.330309122800827
5,1,0.6977068185806274,0.5306550860404968,0.3216378092765808
5,2,0.695892870426178,0.5287235975265503,0.3215346336364746
5,3,0.6932843923568726,0.5271238088607788,0.3215709328651428
5,4,0.7044702172279358,0.5369411706924438,0.3145579993724823
5,5,0.7069718837738037,0.5385791659355164,0.3143426477909088
5,6,0.7096940875053406,0.540580153465271,0.31431707739830017
5,7,0.687219500541687,0.5211597681045532,0.273436039686203
5,8,0.7104102969169617,0.5392369031906128,0.22348932921886444
5,9,0.6943070888519287,0.5412333607673645,0.31125593185424805
5,10,0.7003952264785767,0.5478922128677368,0.29990246891975403
5,11,0.6478779911994934,0.5206171870231628,0.23231038451194763
5,12,0.7247949838638306,0.5552434325218201,0.10582840442657471
5,13,0.6196905374526978,0.6658883094787598,0.229261115193367
5,14,0.7213926315307617,0.6806151270866394,0.03730415925383568
5,15,0.6263123154640198,0.7812505960464478,0.26028022170066833
5,16,0.7055018544197083,0.8175464868545532,0.05294029042124748
5,17,0.6263488531112671,0.7994208335876465,0.27392837405204773
5,18,0.7059800624847412,0.8497087359428406,0.05121031403541565
5,19,0.6361802220344543,0.8040286898612976,0.26694536209106445
5,20,0.7013287544250488,0.8515198230743408,0.06590203195810318
5,21,0.6386889815330505,0.7978576421737671,0.25889599323272705
5,22,0.6989213824272156,0.8441489338874817,0.06115550547838211
5,23,0.6153393983840942,0.6384462714195251,0.032311685383319855
5,24,0.6725053787231445,0.6553486585617065,-0.03284374997019768
5,25,0.5718332529067993,0.7811121344566345,0.10158977657556534
5,26,0.6842631697654724,0.7614861130714417,0.07285274565219879
5,27,0.5483830571174622,0.9409779906272888,0.03689548373222351
5,28,0.6641908288002014,0.9120157361030579,0.05325356870889664
5,29,0.5484179854393005,0.9628716111183167,0.027633333578705788
5,30,0.6540353894233704,0.9449526071548462,0.05059957504272461
5,31,0.54128098487854,0.9461174607276917,-0.02044735848903656
5,32,0.668714165687561,0.9609639644622803,0.02156948111951351
6,0,0.6983186602592468,0.5416237115859985,0.3239849805831909
6,1,0.6964735388755798,0.5314286351203918,0.31916797161102295
6,2,0.6944515705108643,0.5287993550300598,0.3190663754940033
6,3,0.6918843388557434,0.5271955132484436,0.31911805272102356
6,4,0.703316330909729,0.5368269681930542,0.3095749616622925
6,5,0.7063363194465637,0.5383371710777283,0.30935394763946533
6,6,0.7094774842262268,0.5399980545043945,0.3093394935131073
6,7,0.6858510375022888,0.5221329927444458,0.2717151641845703
6,8,0.7099961638450623,0.5391965508460999,0.22306868433952332
6,9,0.6928539872169495,0.5411561727523804,0.3088284730911255
6,10,0.6993415951728821,0.5476985573768616,0.2947515845298767
6,11,0.6472052931785583,0.5227147340774536,0.23199215531349182
6,12,0.7228929400444031,0.5553699731826782,0.10652574896812439
6,13,0.6218503713607788,0.67460036277771,0.23018066585063934
6,14,0.7146180272102356,0.6806625723838806,0.03926858305931091
6,15,0.6324076652526855,0.7945725321769714,0.2589205503463745
6,16,0.7037466168403625,0.8149728178977966,0.058447495102882385
6,17,0.633242666721344,0.8122979402542114,0.27330100536346436
6,18,0.7050764560699463,0.8496307730674744,0.05770856887102127
6,19,0.6442100405693054,0.8189307451248169,0.2653908133506775
6,20,0.7001732587814331,0.8514196276664734,0.0731121152639389
6,21,0.6460506916046143,0.8132691979408264,0.2571556568145752
6,22,0.698387861251831,0.8427748084068298,0.06687868386507034
6,23,0.6151018738746643,0.6397106647491455,0.03242272511124611
6,24,0.6724140048027039,0.6553537249565125,-0.03297002986073494
6,25,0.5716513991355896,0.7811262011528015,0.09921916574239731
6,26,0.6844716668128967,0.7620022296905518,0.07744055986404419
6,27,0.54839688539505,0.9417970776557922,0.022010870277881622
6,28,0.6654360294342041,0.9047486782073975,0.05842655524611473
6,29,0.5487089157104492,0.9632694721221924,0.011941395699977875
6,30,0.654217541217804,0.9382379055023193,0.05581415444612503
6,31,0.5423515439033508,0.9531896114349365,-0.04088043421506882
6,32,0.6694722175598145,0.9515345096588135,0.026441743597388268
7,0,0.6995030045509338,0.5441045761108398,0.2986304461956024
7,1,0.6979822516441345,0.5340290665626526,0.2948587238788605
7,2,0.6962316036224365,0.5319440364837646,0.2947540283203125
7,3,0.6945469379425049,0.5305492281913757,0.29481056332588196
7,4,0.7045437693595886,0.5389243364334106,0.2827853858470917
7,5,0.7074298858642578,0.5412325263023376,0.28256288170814514
7,6,0.710025429725647,0.5428332686424255,0.28254956007003784
7,7,0.6870810985565186,0.5238738656044006,0.25220099091529846
7,8,0.710695743560791,0.5409445762634277,0.19623781740665436
7,9,0.6939069628715515,0.5438863039016724,0.28666338324546814
7,10,0.7001439332962036,0.5498007535934448,0.2694927155971527
7,11,0.647577166557312,0.5226648449897766,0.22450849413871765
7,12,0.7229694128036499,0.5550873279571533,0.08505618572235107
7,13,0.6245781183242798,0.6691400408744812,0.22898508608341217
7,14,0.7147960066795349,0.678595781326294,0.02297184243798256
7,15,0.6425591111183167,0.7848232984542847,0.2359565645456314
7,16,0.7035022974014282,0.8129429221153259,0.05307759717106819
7,17,0.6453055739402771,0.8016282916069031,0.2503769099712372
7,18,0.7050723433494568,0.847740113735199,0.04637104272842407
7,19,0.657339870929718,0.8093316555023193,0.23625260591506958
7,20,0.7001051902770996,0.8506916165351868,0.059953682124614716
7,21,0.6581548452377319,0.8043262362480164,0.2308698445558548
7,22,0.6984227299690247,0.8423166275024414,0.05949490889906883
7,23,0.61479252576828,0.639838457107544,0.03476186841726303
7,24,0.6719467043876648,0.655356228351593,-0.03531031683087349
7,25,0.5715837478637695,0.7812634706497192,0.09180467575788498
7,26,0.6839408278465271,0.7607956528663635,0.08003146946430206
7,27,0.5484066605567932,0.9431251287460327,0.011229260824620724
7,28,0.6651856303215027,0.9024031162261963,0.06136007979512215
7,29,0.5487915277481079,0.96346515417099,0.0010100055951625109
7,30,0.6532007455825806,0.9339426159858704,0.058743916451931
7,31,0.5443153381347656,0.96092689037323,-0.051536526530981064
7,32,0.6694175004959106,0.9471746683120728,0.029679182916879654
8,0,0.6991308331489563,0.5439274907112122,0.2973388731479645
8,1,0.6977015137672424,0.5334976315498352,0.2933964133262634
8,2,0.6958833336830139,0.5318444967269897,0.29329290986061096
8,3,0.693631649017334,0.529823362827301,0.29335111379623413
8,4,0.7042410969734192,0.5387054681777954,0.2822244465351105
8,5,0.7069387435913086,0.5407928824424744,0.28199896216392517
8,6,0.7095081210136414,0.5421915650367737,0.28197669982910156
8,7,0.6867371201515198,0.5239555239677429,0.24969254434108734
8,8,0.710320234298706,0.54085373878479,0.19822372496128082
8,9,0.6936455368995667,0.5437874794006348,0.2851107716560364
8,10,0.6997461915016174,0.5498610734939575,0.2691161334514618
8,11,0.6476606130599976,0.5227950215339661,0.222487673163414
8,12,0.7230637073516846,0.5553556680679321,0.0884212777018547
8,13,0.6248363256454468,0.6664753556251526,0.22312027215957642
8,14,0.714937150478363,0.6789274215698242,0.029816534370183945
8,15,0.6426270008087158,0.7789179682731628,0.23532739281654358
8,16,0.7033504247665405,0.8119860291481018,0.05936427786946297
8,17,0.6450290083885193,0.794572651386261,0.24874451756477356
8,18,0.7051045298576355,0.8461563587188721,0.05560870096087456
8,19,0.6573874950408936,0.8016056418418884,0.23665474355220795
8,20,0.699987530708313,0.849862813949585,0.06675257533788681
8,21,0.658466637134552,0.7971557378768921,0.23093149065971375
8,22,0.6984447240829468,0.8421313762664795,0.06492944061756134
8,23,0.6142578125,0.6408461332321167,0.034653060138225555
8,24,0.6714972853660583,0.655444860458374,-0.035200659185647964
8,25,0.5712805390357971,0.7815232872962952,0.08869610726833344
8,26,0.6836110949516296,0.7583920359611511,0.08068887144327164
8,27,0.5484759211540222,0.9438284635543823,0.008012421429157257
8,28,0.6638749837875366,0.8993710279464722,0.05654207617044449
8,29,0.5489211082458496,0.9635258913040161,-0.002221443923190236
8,30,0.6518992781639099,0.9295627474784851,0.05308261141180992
8,31,0.5440176129341125,0.9639879465103149,-0.053126439452171326
8,32,0.6674765944480896,0.940191924571991,0.02504032291471958
9,0,0.699290931224823,0.5435103178024292,0.294498473405838
9,1,0.6979333162307739,0.5330817699432373,0.28960251808166504
9,2,0.6961758136749268,0.5314363837242126,0.289503276348114
9,3,0.6937194466590881,0.52968430519104,0.2895553410053253
9,4,0.7044797539710999,0.5383351445198059,0.27865809202194214
9,5,0.706924319267273,0.5405961871147156,0.27843451499938965
9,6,0.7099511027336121,0.5418123602867126,0.2784009575843811
9,7,0.6871609091758728,0.5238102078437805,0.24372458457946777
9,8,0.7103224396705627,0.5407831072807312,0.1935681253671646
9,9,0.6939212083816528,0.543422281742096,0.2818504273891449
9,10,0.6998857259750366,0.549542248249054,0.2662141025066376
9,11,0.6478552222251892,0.5229060053825378,0.21817821264266968
9,12,0.724209725856781,0.555087149143219,0.08445475995540619
9,13,0.6238675713539124,0.6657417416572571,0.22261928021907806
9,14,0.7150681614875793,0.6787598729133606,0.02613215334713459
9,15,0.6399531364440918,0.7751204967498779,0.23522743582725525
9,16,0.7020178437232971,0.8098454475402832,0.05884391814470291
9,17,0.6420292854309082,0.7911003828048706,0.24773286283016205
9,18,0.7046813368797302,0.8443734645843506,0.05286211147904396
9,19,0.6544309258460999,0.7966679930686951,0.23636698722839355
9,20,0.6986444592475891,0.849093496799469,0.06544328480958939
9,21,0.6558612585067749,0.7920678853988647,0.23056301474571228
9,22,0.6973171234130859,0.8400592803955078,0.0647917315363884
9,23,0.6142631769180298,0.6413429975509644,0.034651029855012894
9,24,0.6714401841163635,0.6555033922195435,-0.035187046974897385
9,25,0.5711671710014343,0.7821970582008362,0.07611112296581268
9,26,0.6834995746612549,0.7579858899116516,0.08095823228359222
9,27,0.5485215187072754,0.9443929195404053,-0.005585148930549622
9,28,0.6632715463638306,0.89888596534729,0.06951496750116348
9,29,0.5489707589149475,0.9634246230125427,-0.015998728573322296
9,30,0.6512866616249084,0.9277756214141846,0.0678139179944992
9,31,0.5438438653945923,0.9640625715255737,-0.06801667809486389
9,32,0.666219174861908,0.9346610903739929,0.04470300301909447
10,0,0.6989226937294006,0.5434595346450806,0.2969658076763153
10,1,0.6976239085197449,0.5328894853591919,0.2912471890449524
10,2,0.6956818699836731,0.5308765769004822,0.2911446988582611
10,3,0.6932978630065918,0.5293378829956055,0.29119622707366943
10,4,0.7042556405067444,0.5380861163139343,0.2811811864376068
10,5,0.706713855266571,0.5404661893844604,0.2809588611125946
10,6,0.7096656560897827,0.5415080189704895,0.28092706203460693
10,7,0.6869097948074341,0.5237743854522705,0.24189186096191406
10,8,0.7101962566375732,0.5407494306564331,0.1958307921886444
10,9,0.6934913992881775,0.5431930422782898,0.2831256687641144
10,10,0.6997424364089966,0.5493359565734863,0.2686617374420166
10,11,0.6477370858192444,0.5230416655540466,0.2131805717945099
10,12,0.72530597448349,0.5551645159721375,0.08732853829860687
10,13,0.6233720779418945,0.6625575423240662,0.21504393219947815
10,14,0.7155798673629761,0.6790657639503479,0.029239464551210403
10,15,0.6384235620498657,0.7731115818023682,0.23241634666919708
10,16,0.7014250159263611,0.8090609908103943,0.06008220836520195
10,17,0.6403038501739502,0.789202094078064,0.24518348276615143
10,18,0.7043567299842834,0.8433979153633118,0.053627025336027145
10,19,0.6526555418968201,0.7941426634788513,0.23396281898021698
10,20,0.6980215311050415,0.8487215042114258,0.06667710840702057
10,21,0.6542274951934814,0.7896221280097961,0.22828522324562073
10,22,0.6968797445297241,0.8393100500106812,0.0664726197719574
10,23,0.614402711391449,0.6417036056518555,0.03436571732163429
10,24,0.6715323328971863,0.6561538577079773,-0.03489524871110916
10,25,0.5710452198982239,0.7829884886741638,0.07152161747217178
10,26,0.6836837530136108,0.7535779476165771,0.09123106300830841
10,27,0.5485126376152039,0.9451828002929688,-0.008249148726463318
10,28,0.66060870885849,0.8920255899429321,0.10046861320734024
10,29,0.5489508509635925,0.9634601473808289,-0.01850367896258831
10,30,0.6513038873672485,0.9198833107948303,0.10091320425271988
10,31,0.543764054775238,0.9636366963386536,-0.07075169682502747
10,32,0.6663991808891296,0.9264305233955383,0.0818992555141449
11,0,0.6986649632453918,0.5431956648826599,0.2984040379524231
11,1,0.6975909471511841,0.5326786041259766,0.2908893823623657
11,2,0.6956742405891418,0.5306399464607239,0.29077664017677307
11,3,0.6931993365287781,0.5289283394813538,0.2908220589160919
11,4,0.7041544914245605,0.5381556153297424,0.28158095479011536
11,5,0.7065888047218323,0.5403186678886414,0.2813822031021118
11,6,0.7095212340354919,0.5417494773864746,0.28135085105895996
11,7,0.6870830059051514,0.5237376093864441,0.23331961035728455
11,8,0.7103490829467773,0.5416751503944397,0.19135935604572296
11,9,0.693219006061554,0.5429593324661255,0.2821776270866394
11,10,0.6996767520904541,0.549519956111908,0.26879364252090454
11,11,0.6481462717056274,0.5225380063056946,0.19333955645561218
11,12,0.7272263765335083,0.5545042753219604,0.0866008996963501
11,13,0.622199535369873,0.6601764559745789,0.1900138109922409
11,14,0.7171787023544312,0.6765193939208984,0.029411043971776962
11,15,0.6285014152526855,0.780515730381012,0.22129234671592712
11,16,0.7016026973724365,0.8091594576835632,0.07391377538442612
11,17,0.6290109157562256,0.8002911806106567,0.23221580684185028
11,18,0.7043812870979309,0.8429073691368103,0.06844258308410645
11,19,0.6382203698158264,0.8082062005996704,0.223096564412117
11,20,0.6980748176574707,0.8479768633842468,0.08051075041294098
11,21,0.6404874324798584,0.8020346760749817,0.21867232024669647
11,22,0.6969245672225952,0.8381615281105042,0.07967790216207504
11,23,0.6149978041648865,0.6416420936584473,0.02910575084388256
11,24,0.6722155809402466,0.6574347019195557,-0.029629135504364967
11,25,0.5710521340370178,0.7829998135566711,0.07371774315834045
11,26,0.6838434934616089,0.7496799230575562,0.10760275274515152
11,27,0.5485048890113831,0.9452058672904968,0.00226021371781826
11,28,0.6589404344558716,0.8890007138252258,0.14463558793067932
11,29,0.5489352941513062,0.9633797407150269,-0.007645758800208569
11,30,0.6474851965904236,0.9091315269470215,0.14801834523677826
11,31,0.5445402264595032,0.9620532393455505,-0.061535872519016266
11,32,0.6658516526222229,0.9202435612678528,0.1335553228855133
12,0,0.6996515393257141,0.5440894365310669,0.301950603723526
12,1,0.6985049843788147,0.5329396724700928,0.29454442858695984
12,2,0.6966175436973572,0.5308588743209839,0.2944319546222687
12,3,0.6940317153930664,0.5288565158843994,0.2944793999195099
12,4,0.7050501108169556,0.5386890172958374,0.28529754281044006
12,5,0.7076661586761475,0.5409727692604065,0.2850911021232605
12,6,0.7103530168533325,0.5425042510032654,0.28506654500961304
12,7,0.6882206201553345,0.5239026546478271,0.23721790313720703
12,8,0.7114062905311584,0.5427745580673218,0.19556066393852234
12,9,0.6943277716636658,0.5437851548194885,0.2856137752532959
12,10,0.7004767060279846,0.5502442121505737,0.2723293602466583
12,11,0.649978518486023,0.5219323635101318,0.1954406201839447
12,12,0.7293215394020081,0.5546163320541382,0.08957486599683762
12,13,0.6219584345817566,0.6568998694419861,0.1871325671672821
12,14,0.7201156616210938,0.6768083572387695,0.031088778749108315
12,15,0.6303373575210571,0.7829665541648865,0.2113550901412964
12,16,0.7027585506439209,0.8098025918006897,0.0683683305978775
12,17,0.631314218044281,0.8023582100868225,0.2216922789812088
12,18,0.7044375538825989,0.8433074951171875,0.06258799135684967
12,19,0.6420320868492126,0.8130427598953247,0.21234308183193207
12,20,0.6983770728111267,0.8480851650238037,0.07340434193611145
12,21,0.6439731121063232,0.8071542382240295,0.20854376256465912
12,22,0.6975557804107666,0.8376914858818054,0.0734071135520935
12,23,0.615139365196228,0.6413050889968872,0.026048894971609116
12,24,0.6730325818061829,0.6588869690895081,-0.02661570906639099
12,25,0.5710620880126953,0.7838637828826904,0.06606490910053253
12,26,0.6840665936470032,0.7501302361488342,0.1153043583035469
12,27,0.5485025644302368,0.9455811381340027,-0.00205397536046803
12,28,0.659020185470581,0.8816527724266052,0.14341363310813904
12,29,0.5489216446876526,0.9633986949920654,-0.011065932922065258
12,30,0.6470333933830261,0.8983519077301025,0.1457439363002777
12,31,0.544122576713562,0.9677433967590332,-0.05935371667146683
12,32,0.66569983959198,0.9142611026763916,0.13369353115558624
13,0,0.6998189687728882,0.5451984405517578,0.3085814416408539
13,1,0.698600172996521,0.5339111089706421,0.3003717362880707
13,2,0.6966341137886047,0.5322995185852051,0.3002561628818512
13,3,0.6941064596176147,0.5299318432807922,0.3002913296222687
13,4,0.7052021026611328,0.5394522547721863,0.2923106253147125
13,5,0.7077056169509888,0.5412598848342896,0.29209956526756287
13,6,0.7105562090873718,0.5430565476417542,0.29209578037261963
13,7,0.688567578792572,0.5252931714057922,0.2378784865140915
13,8,0.7118036150932312,0.5433432459831238,0.20410023629665375
13,9,0.6945342421531677,0.5450328588485718,0.2912208139896393
13,10,0.7006955742835999,0.5511869192123413,0.279545396566391
13,11,0.6501496434211731,0.522149384021759,0.2011762261390686
13,12,0.729091227054596,0.5562630295753479,0.10242032259702682
13,13,0.6227654814720154,0.6527628302574158,0.19332030415534973
13,14,0.7205594182014465,0.678223729133606,0.04814060777425766
13,15,0.635446310043335,0.7775038480758667,0.21458248794078827
13,16,0.7028117775917053,0.8098665475845337,0.07879620790481567
13,17,0.6374604105949402,0.7958001494407654,0.2251763939857483
13,18,0.704448401927948,0.8433744311332703,0.07262009382247925
13,19,0.6488398313522339,0.8106228113174438,0.2167617827653885
13,20,0.6983903646469116,0.8480799198150635,0.08388333022594452
13,21,0.6504346132278442,0.8041285872459412,0.2122042030096054
13,22,0.697760820388794,0.8373608589172363,0.08377551287412643
13,23,0.6154659390449524,0.6409366130828857,0.021989354863762856
13,24,0.6738203167915344,0.6601553559303284,-0.022571951150894165
13,25,0.5711234211921692,0.7841286063194275,0.06902289390563965
13,26,0.6839643716812134,0.7521392703056335,0.12084624916315079
13,27,0.5485020279884338,0.9458232522010803,0.000991708249785006
13,28,0.6591537594795227,0.8860548138618469,0.1519557535648346
13,29,0.5489150881767273,0.9634329080581665,-0.009932925924658775
13,30,0.6505082249641418,0.9069717526435852,0.15463022887706757
13,31,0.544028639793396,0.966749906539917,-0.05212025344371796
13,32,0.665595293045044,0.9181120991706848,0.14148934185504913
14,0,0.7006872296333313,0.5457675457000732,0.31469500064849854
14,1,0.6994709372520447,0.5345853567123413,0.3067200779914856
14,2,0.6975077986717224,0.5329144597053528,0.306604266166687
14,3,0.6955229043960571,0.5309059023857117,0.3066389858722687
14,4,0.7062702178955078,0.5398349165916443,0.2982122600078583
14,5,0.7090296149253845,0.541677713394165,0.29802241921424866
14,6,0.7117811441421509,0.5433216691017151,0.2980187237262726
14,7,0.69061279296875,0.5271336436271667,0.24283088743686676
14,8,0.7129929065704346,0.5435360670089722,0.20812103152275085
14,9,0.6954591870307922,0.5457140803337097,0.29726478457450867
14,10,0.7016295194625854,0.5517435073852539,0.28506845235824585
14,11,0.6511684060096741,0.5200624465942383,0.20296593010425568
14,12,0.729103684425354,0.5562969446182251,0.10543769598007202
14,13,0.6206484436988831,0.6462801694869995,0.19597914814949036
14,14,0.7204042673110962,0.6783454418182373,0.05781637132167816
14,15,0.6177105903625488,0.7696568369865417,0.22710178792476654
14,16,0.7027090787887573,0.8102225065231323,0.10183436423540115
14,17,0.615878701210022,0.7923826575279236,0.23624522984027863
14,18,0.7036758065223694,0.8429209589958191,0.09697002917528152
14,19,0.6229454278945923,0.804120659828186,0.23002296686172485
14,20,0.6981561779975891,0.8480746746063232,0.10845132172107697
14,21,0.6261237859725952,0.7943625450134277,0.2259548306465149
14,22,0.6976913809776306,0.8371167778968811,0.10732913762331009
14,23,0.6154775619506836,0.6407701969146729,0.022640865296125412
